"IDCLIENTE","NOMBREUSUARIO","IDMEMBRECIA","IDROL","IDPERSONA","ESTADO","CLAVEUSUARIO"
1288,"Esteban",3,3,1288,"Activo",1234
1289,"Diego",1,1,1289,"Inactivo",1234
1290,"Luis",1,1,1290,"Activo",1234
1291,"Bryan",2,2,1291,"Activo",1234
1292,"Karol",2,2,1292,"Inactivo",1234
1293,"Esteban",3,3,1293,"Activo",1234
1294,"Diego",1,1,1294,"Inactivo",1234
1295,"Luis",1,1,1295,"Activo",1234
1296,"Bryan",2,2,1296,"Activo",1234
1297,"Karol",2,2,1297,"Inactivo",1234
1298,"Esteban",3,3,1298,"Activo",1234
1299,"Diego",1,1,1299,"Inactivo",1234
1300,"Luis",1,1,1300,"Activo",1234
1301,"Bryan",1,1,1301,"Activo",1234
1302,"Karol",2,2,1302,"Inactivo",1234
1303,"Esteban",2,2,1303,"Activo",1234
1304,"Diego",3,3,1304,"Inactivo",1234
1305,"Luis",1,1,1305,"Activo",1234
1306,"Bryan",1,1,1306,"Activo",1234
1307,"Karol",2,2,1307,"Inactivo",1234
1308,"Esteban",2,2,1308,"Activo",1234
1309,"Diego",3,3,1309,"Inactivo",1234
1310,"Luis",1,1,1310,"Activo",1234
1311,"Bryan",1,1,1311,"Activo",1234
1312,"Karol",2,2,1312,"Inactivo",1234
1313,"Esteban",2,2,1313,"Activo",1234
1314,"Diego",3,3,1314,"Inactivo",1234
1315,"Luis",1,1,1315,"Activo",1234
1316,"Bryan",1,1,1316,"Activo",1234
1317,"Karol",2,2,1317,"Inactivo",1234
1318,"Esteban",2,2,1318,"Activo",1234
1319,"Diego",3,3,1319,"Inactivo",1234
1320,"Luis",1,1,1320,"Activo",1234
1321,"Bryan",2,2,1321,"Activo",1234
1322,"Karol",2,2,1322,"Inactivo",1234
1323,"Esteban",3,3,1323,"Activo",1234
1324,"Diego",1,1,1324,"Inactivo",1234
1325,"Luis",1,1,1325,"Activo",1234
1326,"Bryan",2,2,1326,"Activo",1234
1327,"Karol",2,2,1327,"Inactivo",1234
1328,"Esteban",3,3,1328,"Activo",1234
1329,"Diego",1,1,1329,"Inactivo",1234
1330,"Luis",1,1,1330,"Activo",1234
1331,"Bryan",2,2,1331,"Activo",1234
1332,"Karol",2,2,1332,"Inactivo",1234
1333,"Esteban",3,3,1333,"Activo",1234
1334,"Diego",1,1,1334,"Inactivo",1234
1335,"Luis",1,1,1335,"Activo",1234
1336,"Bryan",2,2,1336,"Activo",1234
1337,"Karol",2,2,1337,"Inactivo",1234
1338,"Esteban",3,3,1338,"Activo",1234
1339,"Diego",1,1,1339,"Inactivo",1234
1340,"Luis",1,1,1340,"Activo",1234
1341,"Bryan",2,2,1341,"Activo",1234
1342,"Karol",2,2,1342,"Inactivo",1234
1343,"Esteban",3,3,1343,"Activo",1234
1344,"Diego",1,1,1344,"Inactivo",1234
1345,"Luis",1,1,1345,"Activo",1234
1346,"Bryan",2,2,1346,"Activo",1234
1347,"Karol",2,2,1347,"Inactivo",1234
1348,"Esteban",3,3,1348,"Activo",1234
1349,"Diego",1,1,1349,"Inactivo",1234
1350,"Luis",1,1,1350,"Activo",1234
1351,"Bryan",2,2,1351,"Activo",1234
1352,"Karol",2,2,1352,"Inactivo",1234
1353,"Esteban",1,1,1353,"Activo",1234
1354,"Diego",2,2,1354,"Inactivo",1234
1355,"Luis",2,2,1355,"Activo",1234
1356,"Bryan",3,3,1356,"Activo",1234
1357,"Karol",1,1,1357,"Inactivo",1234
1358,"Esteban",1,1,1358,"Activo",1234
1359,"Diego",2,2,1359,"Inactivo",1234
1360,"Luis",2,2,1360,"Activo",1234
1361,"Bryan",3,3,1361,"Activo",1234
1362,"Karol",1,1,1362,"Inactivo",1234
1363,"Esteban",1,1,1363,"Activo",1234
1364,"Diego",2,2,1364,"Inactivo",1234
1365,"Luis",2,2,1365,"Activo",1234
1366,"Bryan",3,3,1366,"Activo",1234
1367,"Karol",1,1,1367,"Inactivo",1234
1368,"Esteban",1,1,1368,"Activo",1234
1369,"Diego",2,2,1369,"Inactivo",1234
1370,"Luis",2,2,1370,"Activo",1234
1371,"Bryan",3,3,1371,"Activo",1234
1372,"Karol",1,1,1372,"Inactivo",1234
1373,"Esteban",2,2,1373,"Activo",1234
1374,"Diego",2,2,1374,"Inactivo",1234
1375,"Luis",3,3,1375,"Activo",1234
1376,"Bryan",1,1,1376,"Activo",1234
1377,"Karol",1,1,1377,"Inactivo",1234
1378,"Esteban",2,2,1378,"Activo",1234
1379,"Diego",2,2,1379,"Inactivo",1234
1380,"Luis",3,3,1380,"Activo",1234
1381,"Bryan",1,1,1381,"Activo",1234
1382,"Karol",1,1,1382,"Inactivo",1234
1383,"Esteban",2,2,1383,"Activo",1234
1384,"Diego",2,2,1384,"Inactivo",1234
1385,"Luis",3,3,1385,"Activo",1234
1386,"Bryan",1,1,1386,"Activo",1234
1387,"Karol",1,1,1387,"Inactivo",1234
1388,"Esteban",2,2,1388,"Activo",1234
1389,"Diego",2,2,1389,"Inactivo",1234
1390,"Luis",3,3,1390,"Activo",1234
1391,"Bryan",1,1,1391,"Activo",1234
1392,"Karol",2,2,1392,"Inactivo",1234
1393,"Esteban",2,2,1393,"Activo",1234
1394,"Diego",3,3,1394,"Inactivo",1234
1395,"Luis",1,1,1395,"Activo",1234
1396,"Bryan",1,1,1396,"Activo",1234
1397,"Karol",2,2,1397,"Inactivo",1234
1398,"Esteban",2,2,1398,"Activo",1234
1399,"Diego",3,3,1399,"Inactivo",1234
1400,"Luis",1,1,1400,"Activo",1234
1401,"Bryan",1,1,1401,"Activo",1234
1402,"Karol",2,2,1402,"Inactivo",1234
1403,"Esteban",2,2,1403,"Activo",1234
1404,"Diego",3,3,1404,"Inactivo",1234
1405,"Luis",1,1,1405,"Activo",1234
1406,"Bryan",1,1,1406,"Activo",1234
1407,"Karol",1,1,1407,"Inactivo",1234
1408,"Esteban",2,2,1408,"Activo",1234
1409,"Diego",2,2,1409,"Inactivo",1234
1410,"Luis",3,3,1410,"Activo",1234
1411,"Bryan",1,1,1411,"Activo",1234
1412,"Karol",1,1,1412,"Inactivo",1234
1413,"Esteban",2,2,1413,"Activo",1234
1414,"Diego",2,2,1414,"Inactivo",1234
1415,"Luis",3,3,1415,"Activo",1234
1416,"Bryan",1,1,1416,"Activo",1234
1417,"Karol",1,1,1417,"Inactivo",1234
1418,"Esteban",2,2,1418,"Activo",1234
1419,"Diego",2,2,1419,"Inactivo",1234
1420,"Luis",3,3,1420,"Activo",1234
1421,"Bryan",1,1,1421,"Activo",1234
1422,"Karol",1,1,1422,"Inactivo",1234
1423,"Esteban",2,2,1423,"Activo",1234
1424,"Diego",2,2,1424,"Inactivo",1234
1425,"Luis",3,3,1425,"Activo",1234
1426,"Bryan",1,1,1426,"Activo",1234
1427,"Karol",2,2,1427,"Inactivo",1234
1428,"Esteban",2,2,1428,"Activo",1234
1429,"Diego",3,3,1429,"Inactivo",1234
1430,"Luis",1,1,1430,"Activo",1234
1431,"Bryan",1,1,1431,"Activo",1234
1432,"Karol",2,2,1432,"Inactivo",1234
1433,"Esteban",2,2,1433,"Activo",1234
1434,"Diego",3,3,1434,"Inactivo",1234
1435,"Luis",1,1,1435,"Activo",1234
1436,"Bryan",1,1,1436,"Activo",1234
1437,"Karol",2,2,1437,"Inactivo",1234
1438,"Esteban",2,2,1438,"Activo",1234
1439,"Diego",3,3,1439,"Inactivo",1234
1440,"Luis",1,1,1440,"Activo",1234
1441,"Bryan",1,1,1441,"Activo",1234
1442,"Karol",2,2,1442,"Inactivo",1234
1443,"Esteban",2,2,1443,"Activo",1234
1444,"Diego",3,3,1444,"Inactivo",1234
1445,"Luis",1,1,1445,"Activo",1234
1446,"Bryan",1,1,1446,"Activo",1234
1447,"Karol",2,2,1447,"Inactivo",1234
1448,"Esteban",2,2,1448,"Activo",1234
1449,"Diego",3,3,1449,"Inactivo",1234
1450,"Luis",1,1,1450,"Activo",1234
1451,"Bryan",1,1,1451,"Activo",1234
1452,"Karol",2,2,1452,"Inactivo",1234
1453,"Esteban",2,2,1453,"Activo",1234
1454,"Diego",3,3,1454,"Inactivo",1234
1455,"Luis",1,1,1455,"Activo",1234
1456,"Bryan",1,1,1456,"Activo",1234
1457,"Karol",2,2,1457,"Inactivo",1234
1458,"Esteban",2,2,1458,"Activo",1234
1459,"Diego",1,1,1459,"Inactivo",1234
1460,"Luis",2,2,1460,"Activo",1234
1461,"Bryan",2,2,1461,"Activo",1234
1462,"Karol",3,3,1462,"Inactivo",1234
1463,"Esteban",1,1,1463,"Activo",1234
1464,"Diego",1,1,1464,"Inactivo",1234
1465,"Luis",2,2,1465,"Activo",1234
1466,"Bryan",2,2,1466,"Activo",1234
1467,"Karol",3,3,1467,"Inactivo",1234
1468,"Esteban",1,1,1468,"Activo",1234
1469,"Diego",1,1,1469,"Inactivo",1234
1470,"Luis",2,2,1470,"Activo",1234
1471,"Bryan",2,2,1471,"Activo",1234
1472,"Karol",3,3,1472,"Inactivo",1234
1473,"Esteban",1,1,1473,"Activo",1234
1474,"Diego",1,1,1474,"Inactivo",1234
1475,"Luis",2,2,1475,"Activo",1234
1476,"Bryan",2,2,1476,"Activo",1234
1477,"Karol",3,3,1477,"Inactivo",1234
1478,"Esteban",1,1,1478,"Activo",1234
1479,"Diego",2,2,1479,"Inactivo",1234
1480,"Luis",2,2,1480,"Activo",1234
1481,"Bryan",3,3,1481,"Activo",1234
1482,"Karol",1,1,1482,"Inactivo",1234
1483,"Esteban",1,1,1483,"Activo",1234
1484,"Diego",2,2,1484,"Inactivo",1234
1485,"Luis",2,2,1485,"Activo",1234
1486,"Bryan",3,3,1486,"Activo",1234
1487,"Karol",1,1,1487,"Inactivo",1234
1488,"Esteban",1,1,1488,"Activo",1234
1489,"Diego",2,2,1489,"Inactivo",1234
1490,"Luis",2,2,1490,"Activo",1234
1491,"Bryan",3,3,1491,"Activo",1234
1492,"Karol",1,1,1492,"Inactivo",1234
1493,"Esteban",1,1,1493,"Activo",1234
1494,"Diego",2,2,1494,"Inactivo",1234
1495,"Luis",2,2,1495,"Activo",1234
1496,"Bryan",3,3,1496,"Activo",1234
1497,"Karol",1,1,1497,"Inactivo",1234
1498,"Esteban",2,2,1498,"Activo",1234
1499,"Diego",2,2,1499,"Inactivo",1234
1500,"Luis",3,3,1500,"Activo",1234
1501,"Bryan",1,1,1501,"Activo",1234
1502,"Karol",1,1,1502,"Inactivo",1234
1503,"Esteban",2,2,1503,"Activo",1234
1504,"Diego",2,2,1504,"Inactivo",1234
1505,"Luis",3,3,1505,"Activo",1234
1506,"Bryan",1,1,1506,"Activo",1234
1507,"Karol",1,1,1507,"Inactivo",1234
1508,"Esteban",2,2,1508,"Activo",1234
1509,"Diego",2,2,1509,"Inactivo",1234
1510,"Luis",3,3,1510,"Activo",1234
1511,"Bryan",1,1,1511,"Activo",1234
1512,"Karol",1,1,1512,"Inactivo",1234
1513,"Esteban",1,1,1513,"Activo",1234
1514,"Diego",2,2,1514,"Inactivo",1234
1515,"Luis",2,2,1515,"Activo",1234
1516,"Bryan",3,3,1516,"Activo",1234
1517,"Karol",1,1,1517,"Inactivo",1234
1518,"Esteban",1,1,1518,"Activo",1234
1519,"Diego",2,2,1519,"Inactivo",1234
1520,"Luis",2,2,1520,"Activo",1234
1521,"Bryan",3,3,1521,"Activo",1234
1522,"Karol",1,1,1522,"Inactivo",1234
1523,"Esteban",1,1,1523,"Activo",1234
1524,"Diego",2,2,1524,"Inactivo",1234
1525,"Luis",2,2,1525,"Activo",1234
1526,"Bryan",3,3,1526,"Activo",1234
1527,"Karol",1,1,1527,"Inactivo",1234
1528,"Esteban",1,1,1528,"Activo",1234
1529,"Diego",2,2,1529,"Inactivo",1234
1530,"Luis",2,2,1530,"Activo",1234
1531,"Bryan",3,3,1531,"Activo",1234
1532,"Karol",1,1,1532,"Inactivo",1234
1533,"Esteban",2,2,1533,"Activo",1234
1534,"Diego",2,2,1534,"Inactivo",1234
1535,"Luis",3,3,1535,"Activo",1234
1536,"Bryan",1,1,1536,"Activo",1234
1537,"Karol",1,1,1537,"Inactivo",1234
1538,"Esteban",2,2,1538,"Activo",1234
1539,"Diego",2,2,1539,"Inactivo",1234
1540,"Luis",3,3,1540,"Activo",1234
1541,"Bryan",1,1,1541,"Activo",1234
1542,"Karol",1,1,1542,"Inactivo",1234
1543,"Esteban",2,2,1543,"Activo",1234
1544,"Diego",2,2,1544,"Inactivo",1234
1545,"Luis",3,3,1545,"Activo",1234
1546,"Bryan",1,1,1546,"Activo",1234
1547,"Karol",1,1,1547,"Inactivo",1234
1548,"Esteban",2,2,1548,"Activo",1234
1549,"Diego",2,2,1549,"Inactivo",1234
1550,"Luis",3,3,1550,"Activo",1234
1551,"Bryan",1,1,1551,"Activo",1234
1552,"Karol",1,1,1552,"Inactivo",1234
1553,"Esteban",2,2,1553,"Activo",1234
1554,"Diego",2,2,1554,"Inactivo",1234
1555,"Luis",3,3,1555,"Activo",1234
1556,"Bryan",1,1,1556,"Activo",1234
1557,"Karol",1,1,1557,"Inactivo",1234
1558,"Esteban",2,2,1558,"Activo",1234
1559,"Diego",2,2,1559,"Inactivo",1234
1560,"Luis",3,3,1560,"Activo",1234
1561,"Bryan",1,1,1561,"Activo",1234
1562,"Karol",1,1,1562,"Inactivo",1234
1563,"Esteban",2,2,1563,"Activo",1234
1564,"Diego",2,2,1564,"Inactivo",1234
1565,"Luis",1,1,1565,"Activo",1234
1566,"Bryan",2,2,1566,"Activo",1234
1567,"Karol",2,2,1567,"Inactivo",1234
1568,"Esteban",3,3,1568,"Activo",1234
1569,"Diego",1,1,1569,"Inactivo",1234
1570,"Luis",1,1,1570,"Activo",1234
1571,"Bryan",2,2,1571,"Activo",1234
1572,"Karol",2,2,1572,"Inactivo",1234
1573,"Esteban",3,3,1573,"Activo",1234
1574,"Diego",1,1,1574,"Inactivo",1234
1575,"Luis",1,1,1575,"Activo",1234
1576,"Bryan",2,2,1576,"Activo",1234
1577,"Karol",2,2,1577,"Inactivo",1234
1578,"Esteban",3,3,1578,"Activo",1234
1579,"Diego",1,1,1579,"Inactivo",1234
1580,"Luis",1,1,1580,"Activo",1234
1581,"Bryan",2,2,1581,"Activo",1234
1582,"Karol",2,2,1582,"Inactivo",1234
1583,"Esteban",3,3,1583,"Activo",1234
1584,"Diego",1,1,1584,"Inactivo",1234
1585,"Luis",2,2,1585,"Activo",1234
1586,"Bryan",2,2,1586,"Activo",1234
1587,"Karol",3,3,1587,"Inactivo",1234
1588,"Esteban",1,1,1588,"Activo",1234
1589,"Diego",1,1,1589,"Inactivo",1234
1590,"Luis",2,2,1590,"Activo",1234
1591,"Bryan",2,2,1591,"Activo",1234
1592,"Karol",3,3,1592,"Inactivo",1234
1593,"Esteban",1,1,1593,"Activo",1234
1594,"Diego",1,1,1594,"Inactivo",1234
1595,"Luis",2,2,1595,"Activo",1234
1596,"Bryan",2,2,1596,"Activo",1234
1597,"Karol",3,3,1597,"Inactivo",1234
1598,"Esteban",1,1,1598,"Activo",1234
1599,"Diego",1,1,1599,"Inactivo",1234
1600,"Luis",2,2,1600,"Activo",1234
1601,"Bryan",2,2,1601,"Activo",1234
1602,"Karol",3,3,1602,"Inactivo",1234
1603,"Esteban",1,1,1603,"Activo",1234
1604,"Diego",2,2,1604,"Inactivo",1234
1605,"Luis",2,2,1605,"Activo",1234
1606,"Bryan",3,3,1606,"Activo",1234
1607,"Karol",1,1,1607,"Inactivo",1234
1608,"Esteban",1,1,1608,"Activo",1234
1609,"Diego",2,2,1609,"Inactivo",1234
1610,"Luis",2,2,1610,"Activo",1234
1611,"Bryan",3,3,1611,"Activo",1234
1612,"Karol",1,1,1612,"Inactivo",1234
1613,"Esteban",1,1,1613,"Activo",1234
1614,"Diego",2,2,1614,"Inactivo",1234
1615,"Luis",2,2,1615,"Activo",1234
1616,"Bryan",3,3,1616,"Activo",1234
1617,"Karol",1,1,1617,"Inactivo",1234
1618,"Esteban",1,1,1618,"Activo",1234
1619,"Diego",1,1,1619,"Inactivo",1234
1620,"Luis",2,2,1620,"Activo",1234
1621,"Bryan",2,2,1621,"Activo",1234
1622,"Karol",3,3,1622,"Inactivo",1234
1623,"Esteban",1,1,1623,"Activo",1234
1624,"Diego",1,1,1624,"Inactivo",1234
1625,"Luis",2,2,1625,"Activo",1234
1626,"Bryan",2,2,1626,"Activo",1234
1627,"Karol",3,3,1627,"Inactivo",1234
1628,"Esteban",1,1,1628,"Activo",1234
1629,"Diego",1,1,1629,"Inactivo",1234
1630,"Luis",2,2,1630,"Activo",1234
1631,"Bryan",2,2,1631,"Activo",1234
1632,"Karol",3,3,1632,"Inactivo",1234
1633,"Esteban",1,1,1633,"Activo",1234
1634,"Diego",1,1,1634,"Inactivo",1234
1635,"Luis",2,2,1635,"Activo",1234
1636,"Bryan",2,2,1636,"Activo",1234
1637,"Karol",3,3,1637,"Inactivo",1234
1638,"Esteban",1,1,1638,"Activo",1234
1639,"Diego",2,2,1639,"Inactivo",1234
1640,"Luis",2,2,1640,"Activo",1234
1641,"Bryan",3,3,1641,"Activo",1234
1642,"Karol",1,1,1642,"Inactivo",1234
1643,"Esteban",1,1,1643,"Activo",1234
1644,"Diego",2,2,1644,"Inactivo",1234
1645,"Luis",2,2,1645,"Activo",1234
1646,"Bryan",3,3,1646,"Activo",1234
1647,"Karol",1,1,1647,"Inactivo",1234
1648,"Esteban",1,1,1648,"Activo",1234
1649,"Diego",2,2,1649,"Inactivo",1234
1650,"Luis",2,2,1650,"Activo",1234
1651,"Bryan",3,3,1651,"Activo",1234
1652,"Karol",1,1,1652,"Inactivo",1234
1653,"Esteban",1,1,1653,"Activo",1234
1654,"Diego",2,2,1654,"Inactivo",1234
1655,"Luis",2,2,1655,"Activo",1234
1656,"Bryan",3,3,1656,"Activo",1234
1657,"Karol",1,1,1657,"Inactivo",1234
1658,"Esteban",1,1,1658,"Activo",1234
1659,"Diego",2,2,1659,"Inactivo",1234
1660,"Luis",2,2,1660,"Activo",1234
1661,"Bryan",3,3,1661,"Activo",1234
1662,"Karol",1,1,1662,"Inactivo",1234
1663,"Esteban",1,1,1663,"Activo",1234
1664,"Diego",2,2,1664,"Inactivo",1234
1665,"Luis",2,2,1665,"Activo",1234
1666,"Bryan",3,3,1666,"Activo",1234
1667,"Karol",1,1,1667,"Inactivo",1234
1668,"Esteban",1,1,1668,"Activo",1234
1669,"Diego",2,2,1669,"Inactivo",1234
1670,"Luis",2,2,1670,"Activo",1234
1671,"Bryan",1,1,1671,"Activo",1234
1672,"Karol",2,2,1672,"Inactivo",1234
1673,"Esteban",2,2,1673,"Activo",1234
1674,"Diego",3,3,1674,"Inactivo",1234
1675,"Luis",1,1,1675,"Activo",1234
1676,"Bryan",1,1,1676,"Activo",1234
1677,"Karol",2,2,1677,"Inactivo",1234
1678,"Esteban",2,2,1678,"Activo",1234
1679,"Diego",3,3,1679,"Inactivo",1234
1680,"Luis",1,1,1680,"Activo",1234
1681,"Bryan",1,1,1681,"Activo",1234
1682,"Karol",2,2,1682,"Inactivo",1234
1683,"Esteban",2,2,1683,"Activo",1234
1684,"Diego",3,3,1684,"Inactivo",1234
1685,"Luis",1,1,1685,"Activo",1234
1686,"Bryan",1,1,1686,"Activo",1234
1687,"Karol",2,2,1687,"Inactivo",1234
1688,"Esteban",2,2,1688,"Activo",1234
1689,"Diego",3,3,1689,"Inactivo",1234
1690,"Luis",1,1,1690,"Activo",1234
1691,"Bryan",2,2,1691,"Activo",1234
1692,"Karol",2,2,1692,"Inactivo",1234
1693,"Esteban",3,3,1693,"Activo",1234
1694,"Diego",1,1,1694,"Inactivo",1234
1695,"Luis",1,1,1695,"Activo",1234
1696,"Bryan",2,2,1696,"Activo",1234
1697,"Karol",2,2,1697,"Inactivo",1234
1698,"Esteban",3,3,1698,"Activo",1234
1699,"Diego",1,1,1699,"Inactivo",1234
1700,"Luis",1,1,1700,"Activo",1234
1701,"Bryan",2,2,1701,"Activo",1234
1702,"Karol",2,2,1702,"Inactivo",1234
1703,"Esteban",3,3,1703,"Activo",1234
1704,"Diego",1,1,1704,"Inactivo",1234
1705,"Luis",1,1,1705,"Activo",1234
1706,"Bryan",2,2,1706,"Activo",1234
1707,"Karol",2,2,1707,"Inactivo",1234
1708,"Esteban",3,3,1708,"Activo",1234
1709,"Diego",1,1,1709,"Inactivo",1234
1710,"Luis",2,2,1710,"Activo",1234
1711,"Bryan",2,2,1711,"Activo",1234
1712,"Karol",3,3,1712,"Inactivo",1234
1713,"Esteban",1,1,1713,"Activo",1234
1714,"Diego",1,1,1714,"Inactivo",1234
1715,"Luis",2,2,1715,"Activo",1234
1716,"Bryan",2,2,1716,"Activo",1234
1717,"Karol",3,3,1717,"Inactivo",1234
1718,"Esteban",1,1,1718,"Activo",1234
1719,"Diego",1,1,1719,"Inactivo",1234
1720,"Luis",2,2,1720,"Activo",1234
1721,"Bryan",2,2,1721,"Activo",1234
1722,"Karol",3,3,1722,"Inactivo",1234
1723,"Esteban",1,1,1723,"Activo",1234
1724,"Diego",1,1,1724,"Inactivo",1234
1725,"Luis",1,1,1725,"Activo",1234
1726,"Bryan",2,2,1726,"Activo",1234
1727,"Karol",2,2,1727,"Inactivo",1234
1728,"Esteban",3,3,1728,"Activo",1234
1729,"Diego",1,1,1729,"Inactivo",1234
1730,"Luis",1,1,1730,"Activo",1234
1731,"Bryan",2,2,1731,"Activo",1234
1732,"Karol",2,2,1732,"Inactivo",1234
1733,"Esteban",3,3,1733,"Activo",1234
1734,"Diego",1,1,1734,"Inactivo",1234
1735,"Luis",1,1,1735,"Activo",1234
1736,"Bryan",2,2,1736,"Activo",1234
1737,"Karol",2,2,1737,"Inactivo",1234
1738,"Esteban",3,3,1738,"Activo",1234
1739,"Diego",1,1,1739,"Inactivo",1234
1740,"Luis",1,1,1740,"Activo",1234
1741,"Bryan",2,2,1741,"Activo",1234
1742,"Karol",2,2,1742,"Inactivo",1234
1743,"Esteban",3,3,1743,"Activo",1234
1744,"Diego",1,1,1744,"Inactivo",1234
1745,"Luis",2,2,1745,"Activo",1234
1746,"Bryan",2,2,1746,"Activo",1234
1747,"Karol",3,3,1747,"Inactivo",1234
1748,"Esteban",1,1,1748,"Activo",1234
1749,"Diego",1,1,1749,"Inactivo",1234
1750,"Luis",2,2,1750,"Activo",1234
1751,"Bryan",2,2,1751,"Activo",1234
1752,"Karol",3,3,1752,"Inactivo",1234
1753,"Esteban",1,1,1753,"Activo",1234
1754,"Diego",1,1,1754,"Inactivo",1234
1755,"Luis",2,2,1755,"Activo",1234
1756,"Bryan",2,2,1756,"Activo",1234
1757,"Karol",3,3,1757,"Inactivo",1234
1758,"Esteban",1,1,1758,"Activo",1234
1759,"Diego",1,1,1759,"Inactivo",1234
1760,"Luis",2,2,1760,"Activo",1234
1761,"Bryan",2,2,1761,"Activo",1234
1762,"Karol",3,3,1762,"Inactivo",1234
1763,"Esteban",1,1,1763,"Activo",1234
1764,"Diego",1,1,1764,"Inactivo",1234
1765,"Luis",2,2,1765,"Activo",1234
1766,"Bryan",2,2,1766,"Activo",1234
1767,"Karol",3,3,1767,"Inactivo",1234
1768,"Esteban",1,1,1768,"Activo",1234
1769,"Diego",1,1,1769,"Inactivo",1234
1770,"Luis",2,2,1770,"Activo",1234
1771,"Bryan",2,2,1771,"Activo",1234
1772,"Karol",3,3,1772,"Inactivo",1234
1773,"Esteban",1,1,1773,"Activo",1234
1774,"Diego",1,1,1774,"Inactivo",1234
1775,"Luis",2,2,1775,"Activo",1234
1776,"Bryan",2,2,1776,"Activo",1234
1777,"Karol",1,1,1777,"Inactivo",1234
1778,"Esteban",2,2,1778,"Activo",1234
1779,"Diego",2,2,1779,"Inactivo",1234
1780,"Luis",3,3,1780,"Activo",1234
1781,"Bryan",1,1,1781,"Activo",1234
1782,"Karol",1,1,1782,"Inactivo",1234
1783,"Esteban",2,2,1783,"Activo",1234
1784,"Diego",2,2,1784,"Inactivo",1234
1785,"Luis",3,3,1785,"Activo",1234
1786,"Bryan",1,1,1786,"Activo",1234
1787,"Karol",1,1,1787,"Inactivo",1234
1788,"Esteban",2,2,1788,"Activo",1234
1789,"Diego",2,2,1789,"Inactivo",1234
1790,"Luis",3,3,1790,"Activo",1234
1791,"Bryan",1,1,1791,"Activo",1234
1792,"Karol",1,1,1792,"Inactivo",1234
1793,"Esteban",2,2,1793,"Activo",1234
1794,"Diego",2,2,1794,"Inactivo",1234
1795,"Luis",3,3,1795,"Activo",1234
1796,"Bryan",1,1,1796,"Activo",1234
1797,"Karol",2,2,1797,"Inactivo",1234
1798,"Esteban",2,2,1798,"Activo",1234
1799,"Diego",3,3,1799,"Inactivo",1234
1800,"Luis",1,1,1800,"Activo",1234
1801,"Bryan",1,1,1801,"Activo",1234
1802,"Karol",2,2,1802,"Inactivo",1234
1803,"Esteban",2,2,1803,"Activo",1234
1804,"Diego",3,3,1804,"Inactivo",1234
1805,"Luis",1,1,1805,"Activo",1234
1806,"Bryan",1,1,1806,"Activo",1234
1807,"Karol",2,2,1807,"Inactivo",1234
1808,"Esteban",2,2,1808,"Activo",1234
1809,"Diego",3,3,1809,"Inactivo",1234
1810,"Luis",1,1,1810,"Activo",1234
1811,"Bryan",1,1,1811,"Activo",1234
1812,"Karol",2,2,1812,"Inactivo",1234
1813,"Esteban",2,2,1813,"Activo",1234
1814,"Diego",3,3,1814,"Inactivo",1234
1815,"Luis",1,1,1815,"Activo",1234
1816,"Bryan",2,2,1816,"Activo",1234
1817,"Karol",2,2,1817,"Inactivo",1234
1818,"Esteban",3,3,1818,"Activo",1234
1819,"Diego",1,1,1819,"Inactivo",1234
1820,"Luis",1,1,1820,"Activo",1234
1821,"Bryan",2,2,1821,"Activo",1234
1822,"Karol",2,2,1822,"Inactivo",1234
1823,"Esteban",3,3,1823,"Activo",1234
1824,"Diego",1,1,1824,"Inactivo",1234
1825,"Luis",1,1,1825,"Activo",1234
1826,"Bryan",2,2,1826,"Activo",1234
1827,"Karol",2,2,1827,"Inactivo",1234
1828,"Esteban",3,3,1828,"Activo",1234
1829,"Diego",1,1,1829,"Inactivo",1234
1830,"Luis",1,1,1830,"Activo",1234
1831,"Bryan",1,1,1831,"Activo",1234
1832,"Karol",2,2,1832,"Inactivo",1234
1833,"Esteban",2,2,1833,"Activo",1234
1834,"Diego",3,3,1834,"Inactivo",1234
1835,"Luis",1,1,1835,"Activo",1234
1836,"Bryan",1,1,1836,"Activo",1234
1837,"Karol",2,2,1837,"Inactivo",1234
1838,"Esteban",2,2,1838,"Activo",1234
1839,"Diego",3,3,1839,"Inactivo",1234
1840,"Luis",1,1,1840,"Activo",1234
1841,"Bryan",1,1,1841,"Activo",1234
1842,"Karol",2,2,1842,"Inactivo",1234
1843,"Esteban",2,2,1843,"Activo",1234
1844,"Diego",3,3,1844,"Inactivo",1234
1845,"Luis",1,1,1845,"Activo",1234
1846,"Bryan",1,1,1846,"Activo",1234
1847,"Karol",2,2,1847,"Inactivo",1234
1848,"Esteban",2,2,1848,"Activo",1234
1849,"Diego",3,3,1849,"Inactivo",1234
1850,"Luis",1,1,1850,"Activo",1234
1851,"Bryan",2,2,1851,"Activo",1234
1852,"Karol",2,2,1852,"Inactivo",1234
1853,"Esteban",3,3,1853,"Activo",1234
1854,"Diego",1,1,1854,"Inactivo",1234
1855,"Luis",1,1,1855,"Activo",1234
1856,"Bryan",2,2,1856,"Activo",1234
1857,"Karol",2,2,1857,"Inactivo",1234
1858,"Esteban",3,3,1858,"Activo",1234
1859,"Diego",1,1,1859,"Inactivo",1234
1860,"Luis",1,1,1860,"Activo",1234
1861,"Bryan",2,2,1861,"Activo",1234
1862,"Karol",2,2,1862,"Inactivo",1234
